,0,1,2,3,4,5,6,7,8,9
0,-0.32956,-0.02663,1.0,1.0,0.81836,0.79921,0.94059,0.9974,0.99319,0.99813
1,-0.04847,-0.49152,0.6,0.6,0.66548,0.60731,0.66135,0.53583,0.59449,0.6285
2,-2.07859,-1.32131,0.2,0.4,0.34764,-0.04753,0.38077,0.13435,0.34628,0.15742
3,-0.88566,-2.08084,0.6,0.4,0.37209,0.20364,0.11058,0.09355,0.0017,0.19741
