,0,1,2,3,4,5,6,7,8,9
0,0.66983,0.99388,0.9709,0.69845,0.94933,0.932,0.99068,0.99369,0.9885,0.98285
1,0.97714,0.66476,0.58116,0.55917,0.15987,0.66993,0.68498,0.76724,0.81879,0.84957
2,0.25308,-0.49063,0.00206,0.23121,-0.03997,-0.11919,0.04581,-0.03615,0.28747,0.30378
3,0.63804,0.44283,-0.63995,-0.35214,0.17825,0.32459,0.34309,0.52179,0.40286,0.2984
