,0,1,2,3,4,5,6,7,8,9
0,0.00358,0.93509,0.94366,0.94872,0.98109,0.98543,0.99679,0.99873,0.99851,0.99793
1,0.48061,0.46467,0.92377,0.69712,0.32065,0.87528,0.4189,0.55645,0.74657,0.83945
2,0.64621,0.37298,0.49274,0.22101,0.10872,-0.26589,0.10158,0.35735,0.42459,0.32201
3,-0.07908,0.30799,0.62722,0.55286,0.74444,0.28409,0.03895,0.16252,0.00838,0.24263
