,0,1,2,3,4,5,6,7,8,9
0,1.0,0.99374,0.99486,0.94466,0.9501,0.94093,0.92947,0.98895,0.9907,0.99254
1,0.2,0.29532,-0.04278,0.63699,0.53762,0.60661,0.48731,0.4891,0.78474,0.59405
2,0.2,0.45191,0.46407,0.15418,-0.08247,0.30403,0.05055,0.10074,0.21458,0.20426
3,1.0,0.02621,0.46035,0.01401,0.02042,0.29105,0.11436,0.12009,-0.02987,0.17209
