,0,1,2,3,4,5,6,7,8,9
0,0.94946,0.25653,0.53931,-0.53158,-0.60196,-0.10769,0.22352,0.03013,0.12525,0.24594
1,0.99904,0.802,0.12787,0.31607,-0.16268,0.26559,0.28066,-0.05892,0.00745,-0.00546
2,0.66946,-0.11506,0.14945,0.49856,0.9154,-0.15706,0.46524,0.36891,-0.04666,-0.05922
3,0.03031,0.07364,0.86544,0.44664,0.27079,0.23352,0.21163,0.11618,0.21463,0.01227
