,15,25,50,75,100,250,500
1,0.38534999999999997,0.0017399999999999985,0.412275,0.43469,0.544165,0.713425,0.675665
2,0.06425,0.54055,0.5622499999999999,0.44021,0.372325,0.5414,0.600915
5,0.51181,0.414955,0.41539499999999996,0.208845,0.393695,0.359835,0.41325999999999996
10,0.9962249999999999,0.148175,0.37455,0.360525,0.135075,0.208145,0.311555
20,0.305145,0.339725,0.08493500000000001,0.092505,0.101745,0.15517,-0.035865
50,0.625885,0.269615,0.101465,0.121945,0.060015,0.176315,0.055470000000000005
