,15,25,50,75,100,250,500
1,0.9996050000000001,0.8288,0.9996750000000001,0.96419,0.9837899999999999,0.9997,0.99992
2,0.6163449999999999,0.831715,0.722585,0.96278,0.992505,0.991565,0.99742
5,0.49747,0.95248,0.6878850000000001,0.8180000000000001,0.8090299999999999,0.91134,0.922255
10,0.59097,0.85295,0.09484000000000001,0.25117,0.31393499999999996,0.406285,0.38705
20,0.32698499999999997,-0.25116,0.272885,-0.09909,0.130745,0.18791000000000002,0.173115
50,-0.32876500000000003,0.13038,0.29779,0.29366,-0.050535,0.133185,0.049640000000000004
