,0,1,2,3,4,5,6,7,8,9
0,0.83252,0.42595,0.50842,0.5061,0.37268,0.93632,0.95524,0.92744,0.93121,0.96185
1,0.94439,0.7741,0.84213,0.85716,0.37715,0.55918,0.59857,0.5618,0.71383,0.81105
2,-0.05419,0.56685,0.36928,-0.37088,-0.35495,0.64031,0.36311,0.33915,0.00531,0.34965
3,-0.12583,-0.40823,-0.18777,0.23398,0.09636,0.16704,0.27568,0.05083,0.18058,0.34288
